code,name,id,dis,typeTags,referencesTags,isAnalytics,kind,roots,unit
HRWST,Heat Recovery Wheel Status,"HRWST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HRWST-1, HRWST-2, etc.","Heat Recovery Wheel Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heat Recovery Wheel Status-1, Heat Recovery Wheel Status-2, etc.",heatWheel|heatRecovery|run|sensor,deviceRef|equipRef,FALSE,Bool,DOAS,
HTCMD,Heating Command,"HTCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTCMD-1, HTCMD-2, etc.","Heating Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Command-1, Heating Command-2, etc.",heat|cmd,equipRef,FALSE,Bool,ACU|AHUWSHPDZ|AHUWSHP|CHB|HPZC|MAU|RADFE|FCUZCHOE|VAVEH|VAVFPS|VAVFPP,
HTDEM,Heating Demand,"HTDEM or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTDEM-1, HTDEM-2, etc.","Heating Demand or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Demand-1, Heating Demand-2, etc.",heating|sensor|load,equipRef,FALSE,Number,AHUWSHPDZ|AHUWSHP|CHB|HP|MAU|RADFE|HWB|HWBISOV|FCUVRFZC|FCUZC|FCUZCHOE|VAV|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|SAVRH,
HTGCLGV,Htg Clg Valve,"HTGCLGV or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTGCLGV-1, HTGCLGV-2, etc.","Htg Clg Valve or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Htg Clg Valve-1, Htg Clg Valve-2, etc.",heatCool|valve|cmd,equipRef,FALSE,Number,AHU|RTU|FCU,
HTGRHDBSP,Hot Gas Reheat Deadband Setpoint,"HTGRHDBSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTGRHDBSP-1, HTGRHDBSP-2, etc.","Hot Gas Reheat Deadband Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hot Gas Reheat Deadband Setpoint-1, Hot Gas Reheat Deadband Setpoint-2, etc.",hotGas|reheat|deadband|sp,,FALSE,Number,,
HTGRHSP,Hot Gas Reheat Setpoint,"HTGRHSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTGRHSP-1, HTGRHSP-2, etc.","Hot Gas Reheat Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hot Gas Reheat Setpoint-1, Hot Gas Reheat Setpoint-2, etc.",hotGas|reheat|air|temp|sp,,FALSE,,DOAS|MAU,
HTGRHVCMD,Hot Gas Reheat Valve Command,"HTGRHVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTGRHVCMD-1, HTGRHVCMD-2, etc.","Hot Gas Reheat Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hot Gas Reheat Valve Command-1, Hot Gas Reheat Valve Command-2, etc.",hotGas|valve|cmd,equipRef,FALSE,Number,DOAS|MAU,
HTREQ,Heating Requests,"HTREQ or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTREQ-1, HTREQ-2, etc.","Heating Requests or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Requests-1, Heating Requests-2",heating|sp|request,equipRef,FALSE,Number,CHB|FCUZC|VAVCDAFC|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPDRH|VAVRH|SAVRH,
HTSTG1CMD,Heating Stage 1 Command,"HTSTG1CMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTSTG1CMD-1, HTSTG1CMD-2, etc.","Heating Stage 1 Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Stage 1 Command-1, Heating Stage 1 Command-2, etc.",heat|cmd|stage,equipRef,FALSE,Number,MAU|RADFE|FCUZCHOE|VAVEH|VAVFPS|VAVFPP,percentage
HTSTG1STS,Heating Stage 1 Status,"HTSTG1STS or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTSTG1STS-1, HTSTG1STS-2, etc.","Heating Stage 1 Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Stage 1 Status-1, Heating Stage 1 Status-2, etc.",heat|sensor|stage,equipRef,FALSE,Number,,percentage
HTSTG2CMD,Heating Stage 2 Command,"HTSTG2CMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTSTG2CMD-1, HTSTG2CMD-2, etc.","Heating Stage 2 Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Stage 2 Command-1, Heating Stage 2 Command-2, etc.",heat|cmd|stage,equipRef,FALSE,Bool,MAU|RADFE|FCUZCHOE|VAVEH|VAVFPS|VAVFPP,
HTSTG2STS,Heating Stage 2 Status,"HTSTG2STS or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTSTG2STS-1, HTSTG2STS-2, etc.","Heating Stage 2 Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Stage 2 Status-1, Heating Stage 2 Status-2, etc.",heat|sensor|stage,equipRef,FALSE,Bool,,
HTSTG3CMD,Heating Stage 3 Command,"HTSTG3CMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTSTG3CMD-1, HTSTG3CMD-2, etc.","Heating Stage 3 Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Stage 3 Command-1, Heating Stage 3 Command-2, etc.",heat|cmd|stage,equipRef,FALSE,Bool,MAU|RADFE|FCUZCHOE|VAVEH|VAVFPS|VAVFPP,
HTSTG3STS,Heating Stage 3 Status,"HTSTG3STS or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTSTG3STS-1, HTSTG3STS-2, etc.","Heating Stage 3 Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Stage 3 Status-1, Heating Stage 3 Status-2, etc.",heat|sensor|stage,equipRef,FALSE,Bool,,
HTSTG4CMD,Heating Stage 4 Command,"HTSTG4CMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTSTG4CMD-1, HTSTG4CMD-2, etc.","Heating Stage 4 Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Stage 4 Command-1, Heating Stage 4 Command-2, etc.",heat|cmd|stage,equipRef,FALSE,Bool,MAU|RADFE|FCUZCHOE|VAVEH|VAVFPS|VAVFPP,
HTSTG4STS,Heating Stage 4 Status,"HTSTG4STS or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HTSTG4STS-1, HTSTG4STS-2, etc.","Heating Stage 4 Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Stage 4 Status-1, Heating Stage 4 Status-2, etc.",heat|sensor|stage,equipRef,FALSE,Bool,,
HTSTGCT,Heating Stage Count,,<NAME> + - + <INTEGER>,heat|stage,equipRef,FALSE,Number,,
HTSTS,Heating Status,,<NAME> + - + <INTEGER>,heat|sensor,equipRef,FALSE,Bool,,
HTTHRMPWR,Heating Thermal Power,,<NAME> + - + <INTEGER>,heating|power|sensor|thermal,deviceRef|equipRef,FALSE,Number,,kBTU/h
HVACMDCMD,HVAC Mode Command,"CMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CMD-1, CMD-2, etc.",<NAME> + - + <INTEGER>,hvacMode|cmd,equipRef|deviceRef,TRUE,Bool or Str,ACU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|AHUWSHPDZ|AHUWSHP|DOAS|HPZC|VRFOUACHP|VRFOUACHR|VRFOUWCHP|VRFOUWCHR|FCUVRFZC|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|VAVV|SAVCO|SAVRH,
HVACMDSP,HVAC Mode Status,,<NAME> + - + <INTEGER>,hvacMode|sp,equipRef,FALSE,Bool or Str,ACU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|AHUWSHPDZ|AHUWSHP|DOAS|HPZC|VRFOUACHP|VRFOUACHR|VRFOUWCHP|VRFOUWCHR|FCUVRFZC|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|VAVV|SAVCO|SAVRH,
HWBYPVCMD,Hot Water Bypass Valve Command,"HWBYPVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HWBYPVCMD-1, HWBYPVCMD-2, etc.","Hot Water Bypass Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hot Water Bypass Valve Command-1, Hot Water Bypass Valve Command-2, etc.",bypass|hot|water|valve|cmd,equipRef,FALSE,Number,,
HWDPR,Hot Water Differential Pressure,,"Hot Water Differential Pressure or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hot Water Differential Pressure-1, Hot Water Differential Pressure-2, etc.",hot|water|delta|pressure|sensor,equipRef|deviceRef,FALSE,Number,HWPL,pressure
HWDPRSP,Hot Water Differential Pressure Setpoint,,"Hot Water Differential Pressure Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hot Water Differential Pressure Setpoint-1, Hot Water Differential Pressure Setpoint-2, etc.",hot|water|delta|pressure|sp,equipRef|deviceRef,FALSE,Number,HWPL,pressure
HWISOVCMD,Hot Water Isolation Valve Command,"HWISOVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HWISOVCMD-1, HWISOVCMD-2, etc.","Hw Iso Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hw Iso Valve Command-1, Hw Iso Valve Command-2, etc.",hot|isolation|water|valve|cmd,equipRef,FALSE,Number,,
HWISOVFBK,Hot Water Isolation Valve Position Feedback,"HWISOVFBK or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HWISOVFBK-1, HWISOVFBK-2, etc.","Hw Iso Valve Feedback or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hw Iso Valve Feedback-1, Hw Iso Valve Feedback-2, etc.",hot|isolation|water|valve|sensor,equipRef,FALSE,Number,,
HWVCMD,Hot Water Valve Command,"HWVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HWVCMD-1, HWVCMD-2, etc.","Hot Water Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hot Water Valve Command-1, Hot Water Valve Command-2, etc.",heat|hot|water|valve|cmd,equipRef,FALSE,Number,AHU|AHUDFVCOECPH|AHUDFVCOECPHEFV|DOAS|RTU|CHB|FCU|FCUZC|VAVFPS|VAVFPP|VAVPDRH|VAVRH|SAVRH|CWPL,
HWVFBK,Hot Water Valve Position Feedback,"HWVFBK or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HWVFBK-1, HWVFBK-2, etc.","Hot Water Valve Position Feedback or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hot Water Valve Position Feedback-1, Hot Water Valve Position Feedback-2, etc.",heat|hot|water|valve|sensor,equipRef,FALSE,Number,CWPL,
HXISOVCMD,Heat Exchanger Isolation Valve Command,"HXISOVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HXISOVCMD-1, HXISOVCMD-2, etc.","Hx Iso Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hx Iso Valve Command-1, Hx Iso Valve Command-2, etc.",heatExchanger|isolation|water|valve|cmd,equipRef,FALSE,Number,,
IADCMD,Inlet Air Damper Command,"IADCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : IADCMD-1, IADCMD-2, etc.","Inlet Air Damper Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Inlet Air Damper Command-1, Inlet Air Damper Command-2, etc.",inlet|air|damper|cmd,equipRef,FALSE,Number,VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|VAVV|SAVCO|SAVRH,percentage
IADCMDCL,Inlet Air Damper Command Close,"IADCMDCL or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : IADCMDCL-1, IADCMDCL-2, etc.","Inlet Air Damper Command Close or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Inlet Air Damper Command Close-1, Inlet Air Damper Command Close-2, etc.",inlet|closed|air|damper|cmd,equipRef,FALSE,Number,VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|VAVV|SAVCO|SAVRH,percentage
IADCMDOP,Inlet Air Damper Command Open,"IADCMDOP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : IADCMDOP-1, IADCMDOP-2, etc.","Inlet Air Damper Command Open or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Inlet Air Damper Command Open-1, Inlet Air Damper Command Open-2, etc.",inlet|open|air|damper|cmd,equipRef,FALSE,Number,VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|VAVV|SAVCO|SAVRH,percentage
IADFBK,Inlet Air Damper Feedback,"IADFBK or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : IADFBK-1, IADFBK-2, etc.","Inlet Air Damper Feedback or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Inlet Air Damper Feedback-1, Inlet Air Damper Feedback-2, etc.",inlet|air|damper|sensor,,FALSE,Number,VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|VAVV|SAVCO|SAVRH,
IAFLW,Inlet Air Flow,"IAFLW or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : IAFLW-1, IAFLW-2, etc.","Inlet Air Flow or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Inlet Air Flow-1, Inlet Air Flow-2, etc.",inlet|air|flow|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVRH|VAVV,volumetric flow
IAFLWCLMNSP,Cooling Air Flow Min Setpoint,<CODE> + - + <INTEGER>,<NAME> + - + <INTEGER>,cooling|inlet|min|air|flow|sp,equipRef,FALSE,Number,,volumetric flow
IAFLWCLMXSP,Cooling Air Flow Max Setpoint,<CODE> + - + <INTEGER>,<NAME> + - + <INTEGER>,cooling|inlet|max|air|flow|sp,equipRef,FALSE,Number,,volumetric flow
IAFLWHTMNSP,Heating Air Flow Min Setpoint,<CODE> + - + <INTEGER>,<NAME> + - + <INTEGER>,heating|inlet|min|air|flow|sp,equipRef,FALSE,Number,,volumetric flow
IAFLWHTMXSP,Heating Air Flow Max Setpoint,<CODE> + - + <INTEGER>,<NAME> + - + <INTEGER>,heating|inlet|max|air|flow|sp,equipRef,FALSE,Number,,volumetric flow
IAT,Inlet Air Temperature,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",entering|air|temp|sensor,equipRef,FALSE,Number,CHB,temperature
IGVFBK,Inlet Guide Vane Feedback,"IGVFBK or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : IGVFBK-1, IGVFBK-2, etc.","Inlet Guide Vane Feedback or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Inlet Guide Vane Feedback-1, Inlet Guide Vane Feedback-2, etc.",inlet|guideVane|sensor,,FALSE,,,
ISOADCMD,Isolation Air Damper Command,<CODE> + - + <INTEGER>,<NAME> + - + <INTEGER>,isolation|air|damper|cmd,equipRef,FALSE,Bool,,percentage
ISOVCMD,Isolation Valve Command,"ISOVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ISOVCMD-1, ISOVCMD-2, etc.","Isolation Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Isolation Valve Command-1, Isolation Valve Command-2, etc.",isolation|valve|cmd,equipRef,FALSE,Number,,
JMFLT,Jam Fault,,<NAME> + - + <INTEGER>,jam|fault|sensor,equipRef|deviceRef,FALSE,Bool,TPDSP|PTDSP|SPDSP,
LCHWFL,Leaving Chilled Water Flow,,"Leaving Chilled Water Flow or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Chilled Water Flow-1, Leaving Chilled Water Flow-2, etc.",chilled|leaving|water|flow|sensor,equipRef|deviceRef,FALSE,Number,CHWPL,volumetric flow
LCHWFLOWSP,Leaving Chilled Water Flow Setpoint,,<NAME> + - + <INTEGER>,chilled|leaving|water|flow|sp,equipRef|deviceRef,FALSE,Number,,volumetric flow
LCHWFLST,Leaving Chilled Water Flow Status,,"Leaving Chilled Water Flow Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Chilled Water Flow Status-1, Leaving Chilled Water Flow Status-2, etc.",chilled|leaving|water|flow|state|sensor,equipRef|deviceRef,FALSE,Bool,,
LCHWISOVCMD,Leaving Chilled Water Isolation Valve Command,<ABBREVIATION> + <INTEGER>,,leaving|chilled|isolation|water|valve|cmd,equipRef,FALSE,Number,,
LCHWISOVFBK,Leaving Chilled Water Isolation Valve Position Feedback,<ABBREVIATION> + <INTEGER>,,leaving|chilled|isolation|water|valve|sensor,equipRef,FALSE,Number,,
LCHWT,Leaving Chilled Water Temperature,"WTRTEMP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : WTRTEMP-1, WTRTEMP-2, etc.","Leaving Chilled Water Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Chilled Water Temperature-1, Leaving Chilled Water Temperature-2, etc.",leaving|chilled|water|temp|sensor,deviceRef|equipRef|enteringEquipRef|leavingEquipRef,TRUE,Number,ENV|CH|CHWPL,temperature
LCHWTSP,Leaving Chilled Water Temperature Setpoint,,"Leaving Chilled Water Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Chilled Water Temperature Setpoint-1, Leaving Chilled Water Temperature Setpoint-2, etc.",chilled|leaving|water|temp|sp,equipRef|deviceRef,FALSE,Number,CH|CHWPL,temperature
LCWFL,Leaving Condenser Water Flow,,"Leaving Condenser Water Flow or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Condenser Water Flow-1, Leaving Condenser Water Flow-2, etc.",condenser|leaving|water|flow|sensor,equipRef|deviceRef,FALSE,Number,CHWPL|CT,volumetric flow
LCWFLSP,Leaving Condenser Water Flow Setpoint,,"Leaving Condenser Water Flow Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Condenser Water Flow Setpoint-1, Leaving Condenser Water Flow Setpoint-2, etc.",condenser|leaving|water|flow|sp,equipRef|deviceRef,FALSE,Number,,volumetric flow
LCWISOVCMD,Leaving Condenser Water Isolation Valve Command,<ABBREVIATION> + <INTEGER>,,leaving|condenser|isolation|water|valve|cmd,equipRef,FALSE,Number,,
LCWISOVFBK,Leaving Condenser Water Isolation Valve Position Feedback,<ABBREVIATION> + <INTEGER>,,leaving|condenser|isolation|water|valve|sensor,equipRef,FALSE,Number,,
LCWT,Leaving Condenser Water Temperature,"WTRTEMP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : WTRTEMP-1, WTRTEMP-2, etc.","Leaving Condenser Water Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Condenser Water Temperature-1, Leaving Condenser Water Temperature-2, etc.",leaving|condenser|water|temp|sensor,deviceRef|equipRef|enteringEquipRef|leavingEquipRef,TRUE,Number,AHUWSHPDZ|AHUWSHP|DOAS|VRFOUWCHP|VRFOUWCHR|CT,temperature
LCWTSP,Leaving Condenser Water Temperature Setpoint,,"Leaving Condenser Water Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Condenser Water Temperature Setpoint-1, Leaving Condenser Water Temperature Setpoint-2, etc.",condenser|leaving|water|temp|sp,equipRef|deviceRef,FALSE,Number,CHWPL|CT,temperature
LDHWT,Leaving Domestic Hot Water Temperature,"WTRTEMP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : WTRTEMP-1, WTRTEMP-2, etc.",<NAME> + - + <INTEGER>,leaving|domestic|hot|water|temp|sensor,deviceRef|equipRef|enteringEquipRef|leavingEquipRef,TRUE,Number,DHWST|DEWH|DGWH|RCP,temperature
LDHWTSP,Leaving Domestic Hot Water Temperature Setpoint,,<NAME> + - + <INTEGER>,leaving|domestic|hot|water|temp|sp,equipRef|deviceRef,FALSE,Number,DHWST|DEWH|DGWH|RCP,temperature
LDSHLTLVLSP,Loadshedding Light Level Setpoint,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,loadshed|light|level|sp,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Number,LCM,Percent
LHWFL,Leaving Hot Water Flow,,"Leaving Hot Water Flow or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Hot Water Flow-1, Leaving Hot Water Flow-2, etc.",hot|leaving|water|flow|sensor,equipRef|deviceRef,FALSE,Number,HWPL,volumetric flow
LHWFLSP,Leaving Hot Water Flow Setpoint,,<NAME> + - + <INTEGER>,hot|leaving|water|flow|sp,equipRef|deviceRef,FALSE,Number,,volumetric flow
LHWISOVCMD,Leaving Hot Water Isolation Valve Command,<ABBREVIATION> + <INTEGER>,,leaving|hot|isolation|water|valve|cmd,equipRef,FALSE,Number,,
LHWISOVFBK,Leaving Hot Water Isolation Valve Position Feedback,<ABBREVIATION> + <INTEGER>,,leaving|hot|isolation|water|valve|sensor,equipRef,FALSE,Number,,
LHWT,Leaving Hot Water Temperature,"WTRTEMP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : WTRTEMP-1, WTRTEMP-2, etc.","Leaving Hot Water Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Hot Water Temperature-1, Leaving Hot Water Temperature-2, etc.",leaving|hot|water|temp|sensor,deviceRef|equipRef|enteringEquipRef|leavingEquipRef,TRUE,Number,HWB|HWBISOV|ENV,temperature
LHWTSP,Leaving Hot Water Temperature Setpoint,,"Leaving Hot Water Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Hot Water Temperature Setpoint-1, Leaving Hot Water Temperature Setpoint-2, etc.",hot|leaving|water|temp|sp,equipRef|deviceRef,FALSE,Number,HWB|HWBISOV,temperature
LHXISOVCMD,Leaving Heat Exchanger Isolation Valve Command,"LHXISOVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : LHXISOVCMD-1, LHXISOVCMD-2, etc.","Leaving Hx Iso Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Hx Iso Valve Command-1, Leaving Hx Iso Valve Command-2, etc.",leaving|heatExchanger|isolation|water|valve|cmd,equipRef,FALSE,Number,,
LHXISOVFBK,Leaving Heat Exchanger Isolation Valve Position Feedback,"LHXISOVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : LHXISOVCMD-1, LHXISOVCMD-2, etc.","Leaving Hx Iso Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Hx Iso Valve Command-1, Leaving Hx Iso Valve Command-2, etc.",leaving|heatExchanger|isolation|water|valve|sensor,equipRef,FALSE,Number,,
LKFLT,Leak Fault,,<NAME> + - + <INTEGER>,leak|fault|sensor,equipRef|deviceRef,FALSE,Bool,SPDSP,
LNDCALL,Landing Calls,"LNDCALL or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : LNDCALL-1, LNDCALL-2, etc.","Landing Calls or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Assigned Landing Calls-1, Assigned Landing Calls-2, etc.",group|landing|call,equipRef,FALSE,,ELVGRP,
LNDDRST,Landing Door Status,"LNDDRST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : LNDDRST-1, LNDDRST-2, etc.","Landing Door Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Landing Door Status-1, Landing Door Status-2, etc.",landing|door|state|sensor,equipRef,FALSE,Str,ELV,
LNIPCNT,Line In People Count,"LNIPCNT or if more than 1 in the device, use <CODE> + - + <INTEGER>  : LNIPCNT-1, LNIPCNT-2, etc.","Zone People Count or if more than 1 in the device, use <NAME> + - + <INTEGER>  : Line In People Count-1, Line Out People Count-2, etc.",line|entering|occupancy|sensor,spaceRef|deviceRef,FALSE,Number,LNPCS,
LNOPCNT,Line Out People Count,"LNOPCNT or if more than 1 in the device, use <CODE> + - + <INTEGER>  : LNOPCNT-1, LNOPCNT-2, etc.","Zone People Count or if more than 1 in the device, use <NAME> + - + <INTEGER>  : Line In People Count-1, Line Out People Count-2, etc.",line|leaving|occupancy|sensor,spaceRef|deviceRef,FALSE,Number,LNPCS,
LTCIRCMD,Lighting Circuit Command,Defines the unique identifier of an entity in system using a Ref value type,"Lighting Circuit Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Lighting Circuit Command-1, Lighting Circuit Command-2, etc.",lighting|circuit|cmd,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Bool,LCP,
LTCLRT,Light Color Temperature,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,light|colorTemperature|sp,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Number,LCM,Kelvin
LTCMD,Light Command,Defines the unique identifier of an entity in system using a Ref value type,"Light Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Light Command-1, Light Command-2, etc.",light|run|cmd,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,,LT|LCM|LCP,
LTLVL,Light Level Sensor,Defines the unique identifier of an entity in system using a Ref value type,"Light Level Sensor or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Light Level Sensor-1, Light Level Sensor-2, etc.",light|level|sensor,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Number,LT|EQS|LCM|LCP,Percent
LTLVLCMD,Light Level Command,Defines the unique identifier of an entity in system using a Ref value type,"Light Level Sensor or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Light Level Sensor-1, Light Level Sensor-2, etc.",light|level|cmd,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Number,LT|LCM|LCP,Percent
LTOCMODE,Lighting Occupancy Control Mode,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,lighting|occupied|mode|sp,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Str,,
LTPC,Light Photocell,Defines the unique identifier of an entity in system using a Ref value type,"Light Photocell or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Light Photocell-1, Light Photocell-2, etc.",light|illuminance|sensor,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Number,LT|LCM|LPS,footcandles
LTSC,Lighting Scene,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,light|effective|scene|sp,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Str,LCM,
LTST,Light Status,Defines the unique identifier of an entity in system using a Ref value type,"Light Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Light Status-1, Light Status-2, etc.",light|run|sensor,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,,LT|LCM|LCP,
LVLHFLT,Level High Fault,,<NAME> + - + <INTEGER>,level|high|fault|sensor,equipRef|deviceRef,FALSE,Bool,,
